***** EVD.Astro.Spectral._RunSpectral.ForR
TempK   nm     flux
13300 564.00 9454.739
13300 565.00 9425.424
13300 566.00 9396.206
13300 567.00 9367.087
13300 568.00 9338.066
13300 569.00 9309.143
13300 570.00 9280.317
13300 571.00 9251.588
13300 572.00 9222.957
13300 573.00 9194.422
13300 574.00 9165.984
13300 575.00 9137.643
13300 576.00 9109.397
13300 577.00 9081.248
13300 578.00 9053.194
13300 579.00 9025.236
13300 580.00 8997.374
13300 581.00 8969.606
13300 582.00 8941.933
13300 583.00 8914.355
13300 584.00 8886.871
13300 585.00 8859.482
13300 586.00 8832.186
13300 587.00 8804.984
13300 588.00 8777.876
13300 589.00 8750.861
13300 590.00 8723.938
13300 591.00 8697.109
13300 592.00 8670.372
13300 593.00 8643.727
13300 594.00 8617.174
13300 595.00 8590.713
13300 596.00 8564.344
13300 597.00 8538.065
13300 598.00 8511.878
13300 599.00 8485.782
13300 600.00 8459.776
13300 601.00 8433.860
13300 602.00 8408.034
13300 603.00 8382.298
13300 604.00 8356.652
13300 605.00 8331.094
13300 606.00 8305.626
13300 607.00 8280.247
13300 608.00 8254.955
13300 609.00 8229.753
13300 610.00 8204.638
13300 611.00 8179.610
13300 612.00 8154.671
13300 613.00 8129.818
13300 614.00 8105.052
13300 615.00 8080.373
13300 616.00 8055.780
13300 617.00 8031.274
13300 618.00 8006.853
13300 619.00 7982.518
13300 620.00 7958.268
13300 621.00 7934.103
13300 622.00 7910.023
13300 623.00 7886.028
13300 624.00 7862.117
13300 625.00 7838.290
13300 626.00 7814.547
13300 627.00 7790.887
13300 628.00 7767.310
13300 629.00 7743.816
13300 630.00 7720.405
13300 631.00 7697.077
13300 632.00 7673.830
13300 633.00 7650.666
13300 634.00 7627.583
13300 635.00 7604.582
13300 636.00 7581.661
13300 637.00 7558.822
13300 638.00 7536.063
13300 639.00 7513.384
13300 640.00 7490.785
13300 641.00 7468.266
13300 642.00 7445.827
13300 643.00 7423.467
13300 644.00 7401.186
13300 645.00 7378.983
13300 646.00 7356.859
13300 647.00 7334.813
13300 648.00 7312.845
13300 649.00 7290.955
13300 650.00 7269.142
13300 651.00 7247.407
13300 652.00 7225.748
13300 653.00 7204.165
13300 654.00 7182.659
13300 655.00 7161.230
13300 656.00 7139.876
13300 657.00 7118.597
13300 658.00 7097.394
13300 659.00 7076.266
13300 660.00 7055.212
13300 661.00 7034.234
13300 662.00 7013.329
13300 663.00 6992.498
13300 664.00 6971.742
13300 665.00 6951.058
13300 666.00 6930.448
13300 667.00 6909.911
13300 668.00 6889.446
13300 669.00 6869.054
13300 670.00 6848.734
13300 671.00 6828.486
13300 672.00 6808.310
13300 673.00 6788.205
13300 674.00 6768.171
13300 675.00 6748.209
13300 676.00 6728.316
13300 677.00 6708.495
13300 678.00 6688.743
13300 679.00 6669.061
13300 680.00 6649.449
13300 681.00 6629.907
13300 682.00 6610.433
13300 683.00 6591.029
13300 684.00 6571.693
13300 685.00 6552.425
13300 686.00 6533.226
13300 687.00 6514.094
13300 688.00 6495.030
13300 689.00 6476.034
13300 690.00 6457.104
13300 691.00 6438.242
13300 692.00 6419.446
13300 693.00 6400.717
13300 694.00 6382.054
13300 695.00 6363.456
13300 696.00 6344.925
13300 697.00 6326.459
13300 698.00 6308.058
13300 699.00 6289.722
13300 700.00 6271.451
13300 701.00 6253.244
13300 702.00 6235.102
13300 703.00 6217.023
13300 704.00 6199.009
13300 705.00 6181.058
13300 706.00 6163.170
13300 707.00 6145.345
13300 708.00 6127.583
13300 709.00 6109.884
13300 710.00 6092.247
13300 711.00 6074.672
13300 712.00 6057.159
13300 713.00 6039.708
13300 714.00 6022.318
13300 715.00 6004.989
13300 716.00 5987.722
13300 717.00 5970.515
13300 718.00 5953.368
13300 719.00 5936.282
13300 720.00 5919.256
13300 721.00 5902.290
13300 722.00 5885.383
13300 723.00 5868.536
13300 724.00 5851.748
13300 725.00 5835.019
13300 726.00 5818.348
13300 727.00 5801.736
13300 728.00 5785.183
13300 729.00 5768.687
13300 730.00 5752.249
13300 731.00 5735.869
13300 732.00 5719.546
13300 733.00 5703.280
13300 734.00 5687.072
13300 735.00 5670.920
13300 736.00 5654.824
13300 737.00 5638.785
13300 738.00 5622.802
13300 739.00 5606.875
13300 740.00 5591.003
13300 741.00 5575.187
13300 742.00 5559.426
13300 743.00 5543.721
13300 744.00 5528.070
13300 745.00 5512.473
13300 746.00 5496.931
13300 747.00 5481.443
13300 748.00 5466.010
13300 749.00 5450.630
13300 750.00 5435.303
13300 751.00 5420.030
13300 752.00 5404.810
13300 753.00 5389.643
13300 754.00 5374.529
13300 755.00 5359.467
13300 756.00 5344.458
13300 757.00 5329.501
13300 758.00 5314.595
13300 759.00 5299.742
13300 760.00 5284.940
13300 761.00 5270.189
13300 762.00 5255.490
13300 763.00 5240.841
13300 764.00 5226.243
13300 765.00 5211.696
13300 766.00 5197.199
13300 767.00 5182.753
13300 768.00 5168.356
13300 769.00 5154.009
13300 770.00 5139.712
13300 771.00 5125.464
13300 772.00 5111.265
13300 773.00 5097.116
13300 774.00 5083.015
13300 775.00 5068.963
13300 776.00 5054.959
13300 777.00 5041.004
13300 778.00 5027.096
13300 779.00 5013.237
13300 780.00 4999.425
13300 781.00 4985.661
13300 782.00 4971.944
13300 783.00 4958.274
13300 784.00 4944.651
13300 785.00 4931.076
13300 786.00 4917.546
13300 787.00 4904.063
13300 788.00 4890.627
13300 789.00 4877.236
13300 790.00 4863.891
13300 791.00 4850.593
13300 792.00 4837.339
13300 793.00 4824.131
13300 794.00 4810.968
13300 795.00 4797.850
13300 796.00 4784.778
13300 797.00 4771.749
13300 798.00 4758.765
13300 799.00 4745.826
13300 800.00 4732.931
13300 801.00 4720.079
13300 802.00 4707.272
13300 803.00 4694.508
13300 804.00 4681.787
13300 805.00 4669.110
13300 806.00 4656.476
13300 807.00 4643.885
13300 808.00 4631.337
13300 809.00 4618.832
13300 810.00 4606.368
13300 811.00 4593.948
13300 812.00 4581.569
13300 813.00 4569.232
13300 814.00 4556.937
13300 815.00 4544.684
13300 816.00 4532.473
13300 817.00 4520.302
13300 818.00 4508.173
13300 819.00 4496.085
13300 820.00 4484.038
13300 821.00 4472.031
13300 822.00 4460.065
13300 823.00 4448.139
13300 824.00 4436.254
13300 825.00 4424.408
13300 826.00 4412.603
13300 827.00 4400.837
13300 828.00 4389.111
13300 829.00 4377.424
13300 830.00 4365.777
13300 831.00 4354.169
13300 832.00 4342.600
13300 833.00 4331.069
13300 834.00 4319.578
13300 835.00 4308.124
13300 836.00 4296.710
13300 837.00 4285.333
13300 838.00 4273.995
13300 839.00 4262.694
13300 840.00 4251.432
13300 841.00 4240.207
13300 842.00 4229.020
13300 843.00 4217.869
13300 844.00 4206.757
13300 845.00 4195.681
13300 846.00 4184.642
13300 847.00 4173.640
13300 848.00 4162.675
13300 849.00 4151.746
13300 850.00 4140.854
13300 851.00 4129.997
13300 852.00 4119.177
13300 853.00 4108.393
13300 854.00 4097.645
13300 855.00 4086.932
13300 856.00 4076.255
13300 857.00 4065.613
13300 858.00 4055.007
13300 859.00 4044.436
13300 860.00 4033.899
13300 861.00 4023.398
13300 862.00 4012.931
13300 863.00 4002.499
13300 864.00 3992.101
13300 865.00 3981.738
13300 866.00 3971.409
13300 867.00 3961.114
13300 868.00 3950.853
13300 869.00 3940.625
13300 870.00 3930.432
13300 871.00 3920.272
13300 872.00 3910.145
13300 873.00 3900.052
13300 874.00 3889.991
13300 875.00 3879.964
13300 876.00 3869.970
13300 877.00 3860.008
13300 878.00 3850.080
13300 879.00 3840.183
13300 880.00 3830.319
13300 881.00 3820.488
13300 882.00 3810.688
13300 883.00 3800.921
13300 884.00 3791.185
13300 885.00 3781.482
13300 886.00 3771.810
13300 887.00 3762.169
13300 888.00 3752.560
13300 889.00 3742.982
13300 890.00 3733.436
13300 891.00 3723.920
13300 892.00 3714.436
13300 893.00 3704.982
13300 894.00 3695.559
13300 895.00 3686.167
13300 896.00 3676.805
13300 897.00 3667.473
13300 898.00 3658.172
13300 899.00 3648.901
13300 900.00 3639.659
13300 901.00 3630.448
13300 902.00 3621.267
13300 903.00 3612.115
13300 904.00 3602.993
13300 905.00 3593.900
13300 906.00 3584.837
13300 907.00 3575.802
13300 908.00 3566.797
13300 909.00 3557.821
13300 910.00 3548.874
13300 911.00 3539.956
13300 912.00 3531.066
13300 913.00 3522.205
13300 914.00 3513.372
13300 915.00 3504.568
13300 916.00 3495.792
13300 917.00 3487.044
13300 918.00 3478.324
13300 919.00 3469.632
13300 920.00 3460.968
13300 921.00 3452.332
13300 922.00 3443.723
13300 923.00 3435.142
13300 924.00 3426.588
13300 925.00 3418.061
13300 926.00 3409.562
13300 927.00 3401.089
13300 928.00 3392.644
13300 929.00 3384.226
13300 930.00 3375.834
13300 931.00 3367.469
13300 932.00 3359.131
13300 933.00 3350.819
13300 934.00 3342.534
13300 935.00 3334.274
13300 936.00 3326.041
13300 937.00 3317.835
13300 938.00 3309.654
13300 939.00 3301.499
13300 940.00 3293.369
13300 941.00 3285.266
13300 942.00 3277.188
13300 943.00 3269.136
13300 944.00 3261.109
13300 945.00 3253.107
13300 946.00 3245.131
13300 947.00 3237.180
13300 948.00 3229.253
13300 949.00 3221.352
13300 950.00 3213.476
13300 951.00 3205.624
13300 952.00 3197.797
13300 953.00 3189.994
13300 954.00 3182.217
13300 955.00 3174.463
13300 956.00 3166.734
13300 957.00 3159.029
13300 958.00 3151.348
13300 959.00 3143.691
13300 960.00 3136.058
13300 961.00 3128.449
13300 962.00 3120.863
13300 963.00 3113.302
13300 964.00 3105.764
13300 965.00 3098.249
13300 966.00 3090.758
13300 967.00 3083.290
13300 968.00 3075.845
13300 969.00 3068.424
13300 970.00 3061.025
13300 971.00 3053.650
13300 972.00 3046.297
13300 973.00 3038.968
13300 974.00 3031.661
13300 975.00 3024.376
13300 976.00 3017.115
13300 977.00 3009.875
13300 978.00 3002.658
13300 979.00 2995.464
13300 980.00 2988.291
13300 981.00 2981.141
13300 982.00 2974.013
13300 983.00 2966.907
13300 984.00 2959.822
13300 985.00 2952.760
13300 986.00 2945.719
13300 987.00 2938.700
13300 988.00 2931.702
13300 989.00 2924.726
13300 990.00 2917.772
13300 991.00 2910.839
13300 992.00 2903.927
13300 993.00 2897.036
13300 994.00 2890.166
13300 995.00 2883.317
13300 996.00 2876.490
13300 997.00 2869.683
13300 998.00 2862.897
13300 999.00 2856.132
13300 1000.00 2849.387
13300 1001.00 2842.663
13300 1002.00 2835.959
13300 1003.00 2829.276
13300 1004.00 2822.613
13300 1005.00 2815.971
13300 1006.00 2809.349
13300 1007.00 2802.746
13300 1008.00 2796.164
13300 1009.00 2789.602
13300 1010.00 2783.060
13300 1011.00 2776.538
13300 1012.00 2770.035
13300 1013.00 2763.552
13300 1014.00 2757.089
13300 1015.00 2750.645
13300 1016.00 2744.221
13300 1017.00 2737.816
13300 1018.00 2731.430
13300 1019.00 2725.064
13300 1020.00 2718.717
13300 1021.00 2712.389
13300 1022.00 2706.080
13300 1023.00 2699.790
13300 1024.00 2693.519
13300 1025.00 2687.267
13300 1026.00 2681.033
13300 1027.00 2674.819
13300 1028.00 2668.623
13300 1029.00 2662.445
13300 1030.00 2656.287
13300 1031.00 2650.146
13300 1032.00 2644.024
13300 1033.00 2637.920
13300 1034.00 2631.835
13300 1035.00 2625.768
13300 1036.00 2619.718
13300 1037.00 2613.687
13300 1038.00 2607.674
13300 1039.00 2601.679
13300 1040.00 2595.702
13300 1041.00 2589.742
13300 1042.00 2583.800
13300 1043.00 2577.876
13300 1044.00 2571.969
13300 1045.00 2566.080
13300 1046.00 2560.209
13300 1047.00 2554.355
13300 1048.00 2548.518
13300 1049.00 2542.699
13300 1050.00 2536.896
13300 1051.00 2531.111
13300 1052.00 2525.343
13300 1053.00 2519.593
13300 1054.00 2513.859
13300 1055.00 2508.142
13300 1056.00 2502.441
13300 1057.00 2496.758
13300 1058.00 2491.092
13300 1059.00 2485.442
13300 1060.00 2479.809
13300 1061.00 2474.192
13300 1062.00 2468.592
13300 1063.00 2463.008
13300 1064.00 2457.441
13300 1065.00 2451.890
13300 1066.00 2446.355
13300 1067.00 2440.836
13300 1068.00 2435.334
13300 1069.00 2429.848
13300 1070.00 2424.378
13300 1071.00 2418.924
13300 1072.00 2413.485
13300 1073.00 2408.063
13300 1074.00 2402.656
13300 1075.00 2397.266
13300 1076.00 2391.891
13300 1077.00 2386.531
13300 1078.00 2381.187
13300 1079.00 2375.859
13300 1080.00 2370.546
13300 1081.00 2365.249
13300 1082.00 2359.967
13300 1083.00 2354.700
13300 1084.00 2349.449
13300 1085.00 2344.213
13300 1086.00 2338.992
13300 1087.00 2333.786
13300 1088.00 2328.595
13300 1089.00 2323.420
13300 1090.00 2318.259
13300 1091.00 2313.113
13300 1092.00 2307.982
13300 1093.00 2302.866
13300 1094.00 2297.764
13300 1095.00 2292.677
13300 1096.00 2287.605
13300 1097.00 2282.548
13300 1098.00 2277.505
13300 1099.00 2272.476
13300 1100.00 2267.462
13300 1101.00 2262.462
13300 1102.00 2257.477
13300 1103.00 2252.506
13300 1104.00 2247.549
13300 1105.00 2242.607
13300 1106.00 2237.678
13300 1107.00 2232.764
13300 1108.00 2227.863
13300 1109.00 2222.977
13300 1110.00 2218.105
13300 1111.00 2213.246
13300 1112.00 2208.402
13300 1113.00 2203.571
13300 1114.00 2198.754
13300 1115.00 2193.950
13300 1116.00 2189.161
13300 1117.00 2184.385
13300 1118.00 2179.622
13300 1119.00 2174.873
13300 1120.00 2170.138
13300 1121.00 2165.416
13300 1122.00 2160.707
13300 1123.00 2156.012
13300 1124.00 2151.330
13300 1125.00 2146.661
13300 1126.00 2142.005
13300 1127.00 2137.363
13300 1128.00 2132.734
13300 1129.00 2128.117
13300 1130.00 2123.514
13300 1131.00 2118.924
13300 1132.00 2114.346
13300 1133.00 2109.782
13300 1134.00 2105.230
13300 1135.00 2100.692
13300 1136.00 2096.165
13300 1137.00 2091.652
13300 1138.00 2087.151
13300 1139.00 2082.663
13300 1140.00 2078.188
13300 1141.00 2073.725
13300 1142.00 2069.275
13300 1143.00 2064.837
13300 1144.00 2060.411
13300 1145.00 2055.998
13300 1146.00 2051.597
13300 1147.00 2047.208
13300 1148.00 2042.832
13300 1149.00 2038.468
13300 1150.00 2034.116
13300 1151.00 2029.776
13300 1152.00 2025.448
13300 1153.00 2021.133
13300 1154.00 2016.829
13300 1155.00 2012.537
13300 1156.00 2008.257
13300 1157.00 2003.989
13300 1158.00 1999.733
13300 1159.00 1995.489
13300 1160.00 1991.256
13300 1161.00 1987.035
13300 1162.00 1982.826
13300 1163.00 1978.629
13300 1164.00 1974.443
13300 1165.00 1970.268
13300 1166.00 1966.105
13300 1167.00 1961.954
13300 1168.00 1957.814
13300 1169.00 1953.685
13300 1170.00 1949.568
13300 1171.00 1945.462
13300 1172.00 1941.368
13300 1173.00 1937.285
13300 1174.00 1933.212
13300 1175.00 1929.152
13300 1176.00 1925.102
13300 1177.00 1921.063
13300 1178.00 1917.036
13300 1179.00 1913.019
13300 1180.00 1909.013
13300 1181.00 1905.019
13300 1182.00 1901.035
13300 1183.00 1897.062
13300 1184.00 1893.100
13300 1185.00 1889.149
13300 1186.00 1885.209
13300 1187.00 1881.279
13300 1188.00 1877.360
13300 1189.00 1873.452
13300 1190.00 1869.554
13300 1191.00 1865.667
13300 1192.00 1861.791
13300 1193.00 1857.925
13300 1194.00 1854.069
13300 1195.00 1850.224
13300 1196.00 1846.390
13300 1197.00 1842.566
13300 1198.00 1838.752
13300 1199.00 1834.948
13300 1200.00 1831.155
13300 1201.00 1827.372
13300 1202.00 1823.599
13300 1203.00 1819.837
13300 1204.00 1816.084
13300 1205.00 1812.342
13300 1206.00 1808.610
13300 1207.00 1804.887
13300 1208.00 1801.175
13300 1209.00 1797.473
13300 1210.00 1793.781
13300 1211.00 1790.099
13300 1212.00 1786.426
13300 1213.00 1782.764
13300 1214.00 1779.111
13300 1215.00 1775.468
13300 1216.00 1771.835
13300 1217.00 1768.211
13300 1218.00 1764.598
13300 1219.00 1760.994
13300 1220.00 1757.399
13300 1221.00 1753.814
13300 1222.00 1750.239
13300 1223.00 1746.673
13300 1224.00 1743.117
13300 1225.00 1739.570
13300 1226.00 1736.033
13300 1227.00 1732.505
13300 1228.00 1728.986
13300 1229.00 1725.477
13300 1230.00 1721.977
13300 1231.00 1718.487
13300 1232.00 1715.006
13300 1233.00 1711.533
13300 1234.00 1708.071
13300 1235.00 1704.617
13300 1236.00 1701.172
13300 1237.00 1697.737
13300 1238.00 1694.311
13300 1239.00 1690.893
13300 1240.00 1687.485
13300 1241.00 1684.086
13300 1242.00 1680.695
13300 1243.00 1677.314
13300 1244.00 1673.942
13300 1245.00 1670.578
13300 1246.00 1667.223
13300 1247.00 1663.877
13300 1248.00 1660.540
13300 1249.00 1657.212
13300 1250.00 1653.892
13300 1251.00 1650.581
13300 1252.00 1647.279
13300 1253.00 1643.986
13300 1254.00 1640.701
13300 1255.00 1637.424
13300 1256.00 1634.157
13300 1257.00 1630.897
13300 1258.00 1627.647
13300 1259.00 1624.405
13300 1260.00 1621.171
13300 1261.00 1617.946
13300 1262.00 1614.729
13300 1263.00 1611.520
13300 1264.00 1608.320
13300 1265.00 1605.128
13300 1266.00 1601.945
13300 1267.00 1598.769
13300 1268.00 1595.602
13300 1269.00 1592.444
13300 1270.00 1589.293
13300 1271.00 1586.151
13300 1272.00 1583.016
13300 1273.00 1579.890
13300 1274.00 1576.772
13300 1275.00 1573.662
13300 1276.00 1570.560
13300 1277.00 1567.466
13300 1278.00 1564.380
13300 1279.00 1561.302
13300 1280.00 1558.232
13300 1281.00 1555.170
13300 1282.00 1552.116
13300 1283.00 1549.070
13300 1284.00 1546.031
13300 1285.00 1543.000
13300 1286.00 1539.978
13300 1287.00 1536.962
13300 1288.00 1533.955
13300 1289.00 1530.955
13300 1290.00 1527.963
13300 1291.00 1524.979
13300 1292.00 1522.002
13300 1293.00 1519.033
13300 1294.00 1516.072
13300 1295.00 1513.118
13300 1296.00 1510.172
13300 1297.00 1507.233
13300 1298.00 1504.302
13300 1299.00 1501.378
13300 1300.00 1498.461
10700 300.00 13481.749
10700 301.00 13505.381
10700 302.00 13528.338
10700 303.00 13550.624
10700 304.00 13572.246
10700 305.00 13593.209
10700 306.00 13613.519
10700 307.00 13633.182
10700 308.00 13652.203
10700 309.00 13670.588
10700 310.00 13688.344
10700 311.00 13705.475
10700 312.00 13721.988
10700 313.00 13737.889
10700 314.00 13753.183
10700 315.00 13767.876
10700 316.00 13781.974
10700 317.00 13795.483
10700 318.00 13808.409
10700 319.00 13820.758
10700 320.00 13832.534
10700 321.00 13843.745
10700 322.00 13854.396
10700 323.00 13864.493
10700 324.00 13874.041
10700 325.00 13883.047
10700 326.00 13891.515
10700 327.00 13899.453
10700 328.00 13906.865
10700 329.00 13913.757
10700 330.00 13920.135
10700 331.00 13926.005
10700 332.00 13931.372
10700 333.00 13936.242
10700 334.00 13940.621
10700 335.00 13944.513
10700 336.00 13947.925
10700 337.00 13950.863
10700 338.00 13953.331
10700 339.00 13955.335
10700 340.00 13956.881
10700 341.00 13957.974
10700 342.00 13958.619
10700 343.00 13958.822
10700 344.00 13958.588
10700 345.00 13957.923
10700 346.00 13956.831
10700 347.00 13955.319
10700 348.00 13953.390
10700 349.00 13951.051
10700 350.00 13948.307
10700 351.00 13945.162
10700 352.00 13941.622
10700 353.00 13937.692
10700 354.00 13933.376
10700 355.00 13928.681
10700 356.00 13923.610
10700 357.00 13918.168
10700 358.00 13912.361
10700 359.00 13906.194
10700 360.00 13899.671
10700 361.00 13892.796
10700 362.00 13885.576
10700 363.00 13878.013
10700 364.00 13870.114
10700 365.00 13861.882
10700 366.00 13853.323
10700 367.00 13844.440
10700 368.00 13835.238
10700 369.00 13825.723
10700 370.00 13815.897
10700 371.00 13805.766
10700 372.00 13795.334
10700 373.00 13784.606
10700 374.00 13773.585
10700 375.00 13762.275
10700 376.00 13750.682
10700 377.00 13738.809
10700 378.00 13726.661
10700 379.00 13714.240
10700 380.00 13701.553
10700 381.00 13688.602
10700 382.00 13675.391
10700 383.00 13661.925
10700 384.00 13648.207
10700 385.00 13634.242
10700 386.00 13620.032
10700 387.00 13605.583
10700 388.00 13590.897
10700 389.00 13575.979
10700 390.00 13560.831
10700 391.00 13545.459
10700 392.00 13529.865
10700 393.00 13514.053
10700 394.00 13498.026
10700 395.00 13481.789
10700 396.00 13465.344
10700 397.00 13448.695
10700 398.00 13431.845
10700 399.00 13414.798
10700 400.00 13397.557
10700 401.00 13380.126
10700 402.00 13362.507
10700 403.00 13344.704
10700 404.00 13326.721
10700 405.00 13308.559
10700 406.00 13290.223
10700 407.00 13271.715
10700 408.00 13253.039
10700 409.00 13234.198
10700 410.00 13215.194
10700 411.00 13196.031
10700 412.00 13176.711
10700 413.00 13157.237
10700 414.00 13137.613
10700 415.00 13117.841
10700 416.00 13097.924
10700 417.00 13077.864
10700 418.00 13057.665
10700 419.00 13037.329
10700 420.00 13016.859
10700 421.00 12996.258
10700 422.00 12975.527
10700 423.00 12954.670
10700 424.00 12933.690
10700 425.00 12912.588
10700 426.00 12891.367
10700 427.00 12870.031
10700 428.00 12848.580
10700 429.00 12827.018
10700 430.00 12805.347
10700 431.00 12783.569
10700 432.00 12761.688
10700 433.00 12739.704
10700 434.00 12717.620
10700 435.00 12695.439
10700 436.00 12673.162
10700 437.00 12650.793
10700 438.00 12628.332
10700 439.00 12605.783
10700 440.00 12583.147
10700 441.00 12560.427
10700 442.00 12537.624
10700 443.00 12514.741
10700 444.00 12491.779
10700 445.00 12468.741
10700 446.00 12445.628
10700 447.00 12422.443
10700 448.00 12399.187
10700 449.00 12375.862
10700 450.00 12352.470
10700 451.00 12329.014
10700 452.00 12305.494
10700 453.00 12281.913
10700 454.00 12258.272
10700 455.00 12234.573
10700 456.00 12210.818
10700 457.00 12187.008
10700 458.00 12163.146
10700 459.00 12139.233
10700 460.00 12115.270
10700 461.00 12091.259
10700 462.00 12067.202
10700 463.00 12043.101
10700 464.00 12018.956
10700 465.00 11994.769
10700 466.00 11970.543
10700 467.00 11946.278
10700 468.00 11921.976
10700 469.00 11897.638
10700 470.00 11873.266
10700 471.00 11848.861
10700 472.00 11824.425
10700 473.00 11799.958
10700 474.00 11775.463
10700 475.00 11750.941
10700 476.00 11726.393
10700 477.00 11701.820
10700 478.00 11677.223
10700 479.00 11652.605
10700 480.00 11627.965
10700 481.00 11603.306
10700 482.00 11578.629
10700 483.00 11553.934
10700 484.00 11529.223
10700 485.00 11504.498
10700 486.00 11479.758
10700 487.00 11455.006
10700 488.00 11430.243
10700 489.00 11405.469
10700 490.00 11380.685
10700 491.00 11355.894
10700 492.00 11331.095
10700 493.00 11306.291
10700 494.00 11281.481
10700 495.00 11256.667
10700 496.00 11231.850
10700 497.00 11207.031
10700 498.00 11182.211
10700 499.00 11157.390
10700 500.00 11132.570
10700 501.00 11107.752
10700 502.00 11082.937
10700 503.00 11058.125
10700 504.00 11033.317
10700 505.00 11008.515
10700 506.00 10983.719
10700 507.00 10958.929
10700 508.00 10934.148
10700 509.00 10909.374
10700 510.00 10884.611
10700 511.00 10859.857
10700 512.00 10835.115
10700 513.00 10810.384
10700 514.00 10785.666
10700 515.00 10760.961
10700 516.00 10736.270
10700 517.00 10711.593
10700 518.00 10686.933
10700 519.00 10662.288
10700 520.00 10637.660
10700 521.00 10613.049
10700 522.00 10588.457
10700 523.00 10563.883
10700 524.00 10539.329
10700 525.00 10514.795
10700 526.00 10490.282
10700 527.00 10465.790
10700 528.00 10441.320
10700 529.00 10416.872
10700 530.00 10392.448
10700 531.00 10368.047
10700 532.00 10343.671
10700 533.00 10319.319
10700 534.00 10294.993
10700 535.00 10270.692
10700 536.00 10246.419
10700 537.00 10222.172
10700 538.00 10197.952
10700 539.00 10173.760
10700 540.00 10149.597
10700 541.00 10125.463
10700 542.00 10101.358
10700 543.00 10077.284
10700 544.00 10053.239
10700 545.00 10029.225
10700 546.00 10005.243
10700 547.00 9981.292
10700 548.00 9957.373
10700 549.00 9933.487
10700 550.00 9909.634
10700 551.00 9885.814
10700 552.00 9862.028
10700 553.00 9838.276
10700 554.00 9814.559
10700 555.00 9790.876
10700 556.00 9767.229
10700 557.00 9743.617
10700 558.00 9720.041
10700 559.00 9696.502
10700 560.00 9672.999
10700 561.00 9649.533
10700 562.00 9626.105
10700 563.00 9602.714
10700 564.00 9579.361
10700 565.00 9556.046
10700 566.00 9532.770
10700 567.00 9509.533
10700 568.00 9486.335
10700 569.00 9463.176
10700 570.00 9440.058
10700 571.00 9416.979
10700 572.00 9393.940
10700 573.00 9370.942
10700 574.00 9347.985
10700 575.00 9325.068
10700 576.00 9302.193
10700 577.00 9279.360
10700 578.00 9256.568
10700 579.00 9233.818
10700 580.00 9211.110
10700 581.00 9188.445
10700 582.00 9165.822
10700 583.00 9143.242
10700 584.00 9120.705
10700 585.00 9098.212
10700 586.00 9075.762
10700 587.00 9053.355
10700 588.00 9030.992
10700 589.00 9008.673
10700 590.00 8986.399
10700 591.00 8964.168
10700 592.00 8941.982
10700 593.00 8919.841
10700 594.00 8897.745
10700 595.00 8875.693
10700 596.00 8853.687
10700 597.00 8831.726
10700 598.00 8809.810
10700 599.00 8787.939
10700 600.00 8766.115
10700 601.00 8744.336
10700 602.00 8722.603
10700 603.00 8700.916
10700 604.00 8679.275
10700 605.00 8657.681
10700 606.00 8636.133
10700 607.00 8614.631
10700 608.00 8593.176
10700 609.00 8571.767
10700 610.00 8550.405
10700 611.00 8529.091
10700 612.00 8507.823
10700 613.00 8486.602
10700 614.00 8465.428
10700 615.00 8444.302
10700 616.00 8423.222
10700 617.00 8402.190
10700 618.00 8381.206
10700 619.00 8360.269
10700 620.00 8339.379
10700 621.00 8318.538
10700 622.00 8297.743
10700 623.00 8276.997
10700 624.00 8256.298
10700 625.00 8235.647
10700 626.00 8215.044
10700 627.00 8194.489
10700 628.00 8173.982
10700 629.00 8153.523
10700 630.00 8133.112
10700 631.00 8112.749
10700 632.00 8092.434
10700 633.00 8072.167
10700 634.00 8051.948
10700 635.00 8031.778
10700 636.00 8011.656
10700 637.00 7991.582
10700 638.00 7971.556
10700 639.00 7951.578
10700 640.00 7931.649
10700 641.00 7911.768
10700 642.00 7891.935
10700 643.00 7872.151
10700 644.00 7852.415
10700 645.00 7832.727
10700 646.00 7813.087
10700 647.00 7793.496
10700 648.00 7773.953
10700 649.00 7754.458
10700 650.00 7735.012
10700 651.00 7715.614
10700 652.00 7696.264
10700 653.00 7676.962
10700 654.00 7657.709
10700 655.00 7638.503
10700 656.00 7619.346
10700 657.00 7600.237
10700 658.00 7581.177
10700 659.00 7562.164
10700 660.00 7543.200
10700 661.00 7524.283
10700 662.00 7505.415
10700 663.00 7486.595
10700 664.00 7467.822
10700 665.00 7449.098
10700 666.00 7430.422
10700 667.00 7411.793
10700 668.00 7393.212
10700 669.00 7374.679
10700 670.00 7356.194
10700 671.00 7337.757
10700 672.00 7319.367
10700 673.00 7301.025
10700 674.00 7282.731
10700 675.00 7264.484
10700 676.00 7246.284
10700 677.00 7228.132
10700 678.00 7210.028
10700 679.00 7191.970
10700 680.00 7173.961
10700 681.00 7155.998
10700 682.00 7138.082
10700 683.00 7120.214
10700 684.00 7102.393
10700 685.00 7084.619
10700 686.00 7066.891
10700 687.00 7049.211
10700 688.00 7031.578
10700 689.00 7013.991
10700 690.00 6996.451
10700 691.00 6978.958
10700 692.00 6961.511
10700 693.00 6944.111
10700 694.00 6926.757
10700 695.00 6909.450
10700 696.00 6892.189
10700 697.00 6874.974
10700 698.00 6857.805
10700 699.00 6840.683
10700 700.00 6823.606
